target,architecture,hidden_layer_sizes,n_hidden_layers,alpha,weights,biases,trainable_parameters,n_folds,mean_r2,sd_r2,se_r2,mean_mae,sd_mae,se_mae,mean_rmse,sd_rmse,se_rmse,mean_fit_seconds,sd_fit_seconds,se_fit_seconds,mean_epochs,sd_epochs,se_epochs,mean_final_scaled_loss,sd_final_scaled_loss,se_final_scaled_loss,mean_best_internal_validation_score,sd_best_internal_validation_score,se_best_internal_validation_score
target_interaction_energy_kcal_mol,16,"(16,)",1,0.01,320,17,337,5,0.9106043944037587,0.010519172952365869,0.004704317157713448,1.05246382296879,0.052682124298252704,0.02356016222599729,1.4549158807317948,0.08210263954929013,0.03671741663287508,1.3220205568009988,0.5520424809234294,0.2468809027624838,378.4,160.40978773129774,71.7374379246987,0.03327529970788573,0.004889922583444063,0.0021868398602584624,0.9148055552619736,0.02584314550908486,0.01155740602214643
target_interaction_energy_kcal_mol,16,"(16,)",1,0.0001,320,17,337,5,0.9093878980633585,0.011191522944448102,0.005005001215106912,1.061299887766517,0.059465616680691766,0.026593832244394437,1.4645730553616025,0.08914323700060646,0.0398660675335461,1.421866880590096,0.7316356942997503,0.3271974294438994,410.2,195.78227703242192,87.55649604683823,0.030225732722664968,0.005860264476866223,0.0026207899472800236,0.9152734758613035,0.026154115388616565,0.011696475980063993
target_interaction_energy_kcal_mol,16,"(16,)",1,0.001,320,17,337,5,0.9092846269980022,0.011549255932886644,0.005164984271095457,1.062702543762141,0.056155483847434004,0.02511349583845077,1.4652614157966541,0.09109463845925136,0.04073876079613055,1.3716010747943073,0.6188534931572519,0.2767596957625632,387.8,173.12047828030052,77.42183154640557,0.03094853981214738,0.0058123805936333645,0.0025993756236929568,0.9150828966184827,0.025985916265403468,0.011621255045411923
target_somo_somo_elst_corrected_signed_kcal_mol,128-64-32,"(128, 64, 32)",3,0.0001,12704,225,12929,5,0.9547452817429749,0.007750341128357999,0.0034660579223641814,0.6200320179952473,0.04309301055994942,0.019271780193432637,1.0677897757892771,0.11586807161460574,0.05181777691041445,44.83963389080018,8.471126366601375,3.7884028803422956,180.6,18.716303053755034,8.37018518313663,0.003240554793215028,0.00042222141069953956,0.0001888231551760055,0.9674507463906329,0.002926519463942577,0.0013087792917703693
target_somo_somo_elst_corrected_signed_kcal_mol,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,5,0.9509880791608193,0.011691464558810758,0.005228581902006088,0.6249732253700329,0.04899121000403908,0.021909535173799826,1.1080235044440379,0.13736002811444267,0.06142927205103521,39.937128034210765,11.348429457672212,5.075171941043227,175.2,71.56605340522837,32.00531205909419,0.013156989644377792,0.0028489466314204595,0.001274087666425037,0.9664797813010528,0.005464016180495113,0.0024435823219491667
target_somo_somo_elst_corrected_signed_kcal_mol,128-64-32,"(128, 64, 32)",3,0.001,12704,225,12929,5,0.9521325097862645,0.0058264852845645925,0.002605683433237727,0.6358688615599452,0.025890697546076716,0.011578671939582905,1.0993345858184627,0.08737969818516615,0.0390773889990893,41.65029761863407,7.056971830005627,3.155973745438734,140.2,36.9689058534331,16.532997308413258,0.007259148864304878,0.0011415747116942548,0.0005105277313486156,0.965345856343623,0.006944566469072939,0.0031057045398225564
target_somo_somo_elst_corrected_signed_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.01,7888,177,8065,5,0.9515847679003141,0.007542057766945507,0.0033729107714240837,0.6457983484449755,0.04561230039732462,0.0203984408597117,1.102889690217547,0.08331522624442941,0.03725970188866373,11.299487633234822,1.7901951909737743,0.8005996280021155,172.6,84.65400167741629,37.85842046361681,0.014706538633839122,0.003450797993665097,0.001543243778091009,0.9625203794044754,0.01093984760150874,0.004892448580092314
target_somo_somo_elst_corrected_signed_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.001,7888,177,8065,5,0.9471471077131849,0.009005872122614987,0.004027548452567487,0.6647723551851548,0.04759050784122315,0.021283122123342345,1.1533641338648335,0.10414347100249423,0.04657437611487105,19.395086535578592,4.2566649478414265,1.9036384361628051,125.4,41.18616272487642,18.419011917038326,0.007198512079286406,0.0011382434987601028,0.0005090379676349575,0.9593252582659748,0.008355863194697074,0.0037368556228062435
target_somo_somo_elst_corrected_signed_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.0001,7888,177,8065,5,0.9481288891164523,0.008578821402233065,0.0038365655644446396,0.6690774286903091,0.056606404968178155,0.025315153894145632,1.1425066782254658,0.1013409587427872,0.04532105453077476,25.950129677611404,9.681973610665624,4.329910229961484,145.8,56.366656810564876,25.20793525856491,0.005826463112788008,0.0017894946801368093,0.0008002863500320296,0.9589939851034011,0.00786623759707189,0.0035178883988434694
target_somo_somo_elst_corrected_signed_kcal_mol,64-32,"(64, 32)",2,0.01,3296,97,3393,5,0.9291805978632794,0.04350624226581493,0.01945658303038733,0.6956743313704972,0.052142681200529874,0.023318915938697025,1.2982993361691204,0.3528718375346128,0.15780908321453122,29.046588031225838,7.059189054702351,3.1569653184673876,219.6,40.21566858825053,17.984993744786237,0.013660579073784953,0.0007098836175976119,0.0003174696050123452,0.966751202331797,0.004875960135214453,0.0021805956635837166
target_somo_somo_elst_corrected_signed_kcal_mol,64-32,"(64, 32)",2,0.0001,3296,97,3393,5,0.9481188764820905,0.003704821283636256,0.0016568464469397396,0.7060896880293155,0.027581524344705302,0.01233483267156528,1.1457014514512505,0.07261876129960719,0.032476097341550526,17.685121669783257,6.166808675943174,2.757880680728882,191.4,51.925908754686226,23.22197235378597,0.007327595363473561,0.0021656288242605554,0.0009684986530159095,0.9673497939953645,0.004861131047401648,0.0021739638939049675
target_somo_somo_elst_corrected_signed_kcal_mol,64-32,"(64, 32)",2,0.001,3296,97,3393,5,0.9446844354588334,0.010859104492636877,0.004856339164061884,0.7116005968346826,0.03986788942362617,0.017829462174134607,1.1797434080247808,0.13177499835610657,0.05893157081183546,22.836961133801378,12.210141703269862,5.460541372683295,210.6,78.13961863229177,34.94509979954271,0.0082729537316898,0.001809482144094813,0.0008092250156536143,0.9673003890440206,0.006982988995837937,0.0031228876161653245
target_somo_somo_elst_corrected_signed_kcal_mol,32-16,"(32, 16)",2,0.01,1136,49,1185,5,0.9386075237382137,0.021900671913489295,0.00979427823029649,0.737190821828764,0.04639540230861426,0.020748654681102433,1.2308004175360194,0.19507330250651983,0.08723943299999169,9.280135375610552,5.508455274094316,2.4634560887784254,304.4,65.99848483109291,29.515419698862495,0.0144868396093068,0.0021010687573033687,0.000939626513346268,0.9557049845924205,0.013149060304091015,0.005880438536038313
target_somo_somo_elst_corrected_signed_kcal_mol,32-16,"(32, 16)",2,0.001,1136,49,1185,5,0.9287899230528283,0.04229241163218925,0.018913741468395598,0.7476693220534881,0.046708622225142785,0.020888730886155348,1.3024142032212662,0.3429073331815921,0.15335282139544182,4.023521883180365,2.48760382814315,1.1124902521633575,296.6,54.86620088907195,24.536910971024852,0.010268575175964861,0.001005079110186843,0.00044948504262855646,0.9568602725187546,0.013072957633899509,0.005846404387274822
target_somo_somo_elst_corrected_signed_kcal_mol,32-16,"(32, 16)",2,0.0001,1136,49,1185,5,0.9279619754890674,0.041872146474782594,0.018725793176288412,0.7509695974767038,0.04738726413664458,0.021192228775455034,1.310007895691101,0.34756836205355646,0.1554372968760021,1.907155134808272,0.2935924002941194,0.13129851294699604,308.6,65.22116220982267,29.167790454540775,0.009596984375173546,0.0012187029170492266,0.0005450205133798716,0.9546071438507326,0.01309017131309559,0.005854102578639884
target_somo_somo_elst_corrected_signed_kcal_mol,32,"(32,)",1,0.0001,640,33,673,5,0.7763649327378795,0.3512271399606906,0.1570735520989874,0.8921197028660742,0.09810536997137885,0.04387405524275394,1.956411740368192,1.4668793152842903,0.6560083727528039,1.3910859764087946,0.1872757064720597,0.08375224204116456,364.2,44.2797922307682,19.80252509151295,0.01824377356104167,0.002783624073213983,0.0012448745303022632,0.9207893805123284,0.012698090919639832,0.005678758896157496
target_somo_somo_elst_corrected_signed_kcal_mol,32,"(32,)",1,0.01,640,33,673,5,0.6721444728242056,0.5805390017881209,0.25962493431762207,0.8942675870864438,0.11105128787304634,0.04966364573460593,2.212826584225521,2.005221353325959,0.8967622511941935,1.558584941807203,0.5010756352479339,0.22408783645665395,373.6,82.26360069921569,36.7894006474691,0.021364067066487226,0.0024830281575126873,0.0011104439500488849,0.9234926039779324,0.011953529891057108,0.005345781081495869
target_somo_somo_elst_corrected_signed_kcal_mol,32,"(32,)",1,0.001,640,33,673,5,0.7489000211114331,0.4127497787178437,0.1845873125822189,0.8963431802394795,0.1062689431818411,0.047524916170331895,2.026653563324435,1.6267094799755129,0.7274865953737158,1.5404172454262153,0.37304457465593543,0.16683060551363335,365.8,58.74691481260952,26.272418997876837,0.01864267334775206,0.0020938622175082165,0.0009364036507733644,0.9207848105743819,0.012835856896137034,0.005740369713844373
target_somo_somo_elst_corrected_signed_kcal_mol,64-32-16,"(64, 32, 16)",3,0.0001,3792,113,3905,5,0.7759869814900231,0.19670163431278084,0.08796764512173662,1.0332028295817397,0.21602926614634602,0.09661122484652473,2.2239874117061897,0.9392164963248398,0.4200303862743046,11.154102140991018,10.615795669776869,4.747528150573798,78.4,71.91175147359435,32.159912935205526,0.01601430450750024,0.006561468697414998,0.002934378007931387,0.8574543911383194,0.0603935996330751,0.027008838837092455
target_somo_somo_elst_corrected_signed_kcal_mol,16,"(16,)",1,0.01,320,17,337,5,0.7498406037190044,0.325330648682435,0.1454922891236054,1.0469864889398084,0.2828702611377418,0.1265034265434215,2.1583500945217025,1.3662877125197836,0.6110224404033853,1.4966268038144335,0.8984699451066495,0.4018079745997945,436.8,263.8781915960468,118.00991483769486,0.03539251744595718,0.02049863708929845,0.009167269195553952,0.8543341607584564,0.08319198625854117,0.03720458729146529
target_somo_somo_elst_corrected_signed_kcal_mol,16,"(16,)",1,0.0001,320,17,337,5,0.7361087598151996,0.3567316576790529,0.15953524725930943,1.0483198955004007,0.2919358802809751,0.13055769467590014,2.1887498528077316,1.4562952617901541,0.6512750401347273,1.4942283508367837,0.9049033605187873,0.4046850854376015,417.0,246.30062931304093,110.14899000898737,0.03281898637454968,0.021204329600410746,0.009482864480765876,0.8534942425688928,0.08353256328650775,0.037356897968686915
target_somo_somo_elst_corrected_signed_kcal_mol,64-32-16,"(64, 32, 16)",3,0.001,3792,113,3905,5,0.7867670103355364,0.16190231310046735,0.07240491556141994,1.05537602421902,0.2512446916228904,0.11236004189095099,2.1943131622184864,0.8389245246035949,0.37517845300106656,11.256210250221192,8.65616257307589,3.8711535875374365,82.0,71.59958100436063,32.02030605725061,0.01649881232197759,0.0065202894197743345,0.0029159620751176146,0.853497538811282,0.06444701478249985,0.028821581200120697
target_somo_somo_elst_corrected_signed_kcal_mol,16,"(16,)",1,0.001,320,17,337,5,0.544270026916801,0.7760168848367123,0.34704530123650285,1.0754340888612963,0.28896306990638376,0.12922821345953958,2.6182978528785537,2.333083037999917,1.0433864540239077,1.5141782506136223,0.7405227323066346,0.3311718336643029,440.6,225.93981499505568,101.04335703053415,0.03217508566810647,0.021705574520730894,0.009707028023808338,0.8551247015765402,0.08328231145110825,0.03724498194559744
target_somo_somo_elst_corrected_signed_kcal_mol,64-32-16,"(64, 32, 16)",3,0.01,3792,113,3905,5,0.7915993987464616,0.1427307463337877,0.06383113025632564,1.0832655163439755,0.21898431674950025,0.09793276365164566,2.1934576059026023,0.7471248278665782,0.3341243805574996,10.037954717199318,7.732741823111615,3.458187273786645,59.0,31.77262973063451,14.209151980325919,0.02562989005755495,0.005022646380565762,0.0022461957467776643,0.8515566833127061,0.06902420091498176,0.03086856106770048
