target,architecture,hidden_layer_sizes,n_hidden_layers,alpha,weights,biases,trainable_parameters,n_folds,mean_r2,sd_r2,se_r2,mean_mae,sd_mae,se_mae,mean_rmse,sd_rmse,se_rmse,mean_fit_seconds,sd_fit_seconds,se_fit_seconds,mean_epochs,sd_epochs,se_epochs,mean_final_scaled_loss,sd_final_scaled_loss,se_final_scaled_loss,mean_best_internal_validation_score,sd_best_internal_validation_score,se_best_internal_validation_score
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,5,0.9339156540819505,0.011087742996187479,0.0049585894113044785,0.8582256932021851,0.0256357377738114,0.011464650463120283,1.2483168807956617,0.0874396997996405,0.03910422253683418,42.17469260680955,4.756811578896115,2.1273108093139634,159.4,15.725775020646836,7.032780389006897,0.01682986818032025,0.001357294786557526,0.0006070006816497392,0.951063712472964,0.005168135534436918,0.002311260474386631
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.0001,12704,225,12929,5,0.9337645206113294,0.013220882760590063,0.0059125585150468915,0.8687058074103566,0.03687452262784866,0.016490787846744757,1.2486050773401955,0.10445304704082425,0.04671282272805326,31.86303530423902,11.657173191386878,5.213246336285845,112.4,32.4468796650772,14.510685717773644,0.007769873090618766,0.0020985853442186996,0.0009385158972515615,0.9465858130888071,0.0038069498565274696,0.0017025197332256987
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.01,3296,97,3393,5,0.9369122870113099,0.014676206824764016,0.006563399222403736,0.8712475986346115,0.04138730848109825,0.01850896703389785,1.216979184232345,0.12049331652824773,0.05388624931831217,21.578092079376802,2.8133959944561706,1.2581889382459237,186.4,26.773120849090418,11.973303637676612,0.01826166060098178,0.0010560243272424157,0.0004722684363215049,0.9385602071939221,0.010376698928825158,0.004640600837380461
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.01,7888,177,8065,5,0.9346978009710611,0.016391324056410514,0.007330422966272301,0.8718433154023268,0.06880272077248084,0.030769512136840798,1.2364899943276497,0.13756994126838099,0.0615231480673507,12.04599628157448,2.3559732039593713,1.0536232474442262,140.4,54.15533214744417,24.219000805152966,0.020110080769431972,0.0026922990325361756,0.0012040327305015612,0.9431705175872424,0.012252225954927054,0.005479362022180833
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.0001,7888,177,8065,5,0.9333602306501586,0.01176370601043415,0.005260889261330722,0.8976732683764048,0.030389132038968824,0.013590433003270215,1.2533820909896936,0.09190928746693242,0.04110308290792607,26.666559834009966,4.963392525444522,2.2196966171816612,126.0,33.007574888198015,14.761436244485155,0.008590732347978297,0.0024502083716476486,0.001095766495608642,0.9422881669097368,0.013099907720379882,0.005858456832348744
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.001,3296,97,3393,5,0.9320646683959609,0.015576151542251782,0.006965866735262634,0.9017522912656292,0.044286590728464116,0.019805565472111538,1.2630523825751108,0.12303558696146144,0.05502318721948291,17.360230604954996,1.6903921882057344,0.7559663682925281,151.0,14.071247279470288,6.292853089020909,0.013809609605128637,0.0006938598022046535,0.0003103035369168327,0.9371901392320542,0.012037733087387125,0.005383437895679206
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.0001,3296,97,3393,5,0.9327618800461097,0.014500969163722743,0.006485030557942466,0.9044978349341417,0.044553450113878686,0.019924908617355696,1.2573334199501969,0.11443467087560685,0.05117674061213446,12.23089274498634,1.4556668478798076,0.650994004890419,150.8,19.537144110642167,8.73727646352111,0.013143549501885742,0.0017160252801201948,0.0007674298354913748,0.9367073400509011,0.010428001520353933,0.00466354405379651
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.001,7888,177,8065,5,0.9312864126475388,0.014496170290118718,0.00648288443642366,0.9050732535045212,0.03927539813335809,0.017564492013911408,1.2711655551120917,0.11329312898883419,0.05066622756053705,16.14377432439942,6.596505661047372,2.950047014412822,123.8,46.94890840051555,20.996190130592737,0.010746292729958699,0.002759633409950682,0.0012341455795258538,0.9392580749663372,0.015231958178146753,0.006811938783353998
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.01,1136,49,1185,5,0.9279531434479992,0.02259806937398511,0.010106163856097364,0.9127114334806533,0.050462044508352635,0.02256731236085929,1.295589315569436,0.17415060548999858,0.07788251843967697,5.330237677786499,4.825042864431542,2.157824767843846,253.6,39.09987212255304,17.485994395515515,0.020307192153527658,0.0007703290121608285,0.0003445016072463749,0.9399964575276754,0.007753949402113605,0.0034676715914439744
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.001,1136,49,1185,5,0.9278143021795924,0.011684054568371443,0.005225268053539102,0.9358883265747924,0.03857443800098014,0.01725101311280854,1.305261154286111,0.08698309113616293,0.03890002093470394,3.861295915977098,5.582936085570158,2.496764920274291,229.8,76.07693474371848,34.02263952135401,0.01688020993158325,0.0013954306001462571,0.0006240555359620718,0.9363203524372086,0.006519545370003022,0.002915629325944155
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.0001,1136,49,1185,5,0.9261623656727436,0.012548974487985783,0.005612072000609365,0.9390080823419185,0.034579112680579276,0.015464249311080046,1.319780421049252,0.09409287316209522,0.042079612117742096,3.122299713199027,3.2179469241725513,1.439109614087237,239.2,79.47452422002915,35.542087727087726,0.01615782747033825,0.0019466086393807626,0.0008705498486487518,0.9361155829021965,0.008557581474953738,0.003827066780197894
target_interaction_energy_kcal_mol,32,"(32,)",1,0.001,640,33,673,5,0.9126423814311245,0.030988155851259195,0.013858324596154683,0.9777419708724029,0.05707977687186937,0.02552685224520404,1.4229663175131129,0.21826589641159222,0.09761147630924952,1.337664189795032,0.35320012389188393,0.15795589733672,321.8,47.277901814695625,21.143320458244016,0.022025084874622475,0.0008971997820293992,0.00040123994040314615,0.9325069095502772,0.010516388458130792,0.00470307189403493
target_interaction_energy_kcal_mol,32,"(32,)",1,0.0001,640,33,673,5,0.9132998986582834,0.026863060738238406,0.012013525978881352,0.9826902815947193,0.05360675797642483,0.023973670977732994,1.4211342597874546,0.1905259655723839,0.085205802099727,1.1941290172282606,0.12776759089370748,0.05713940371194261,311.4,43.39124335623491,19.405153954555477,0.021853796096225758,0.0010932273785842117,0.000488906146675639,0.9320793321454289,0.011009972297614828,0.0049238092975712605
target_interaction_energy_kcal_mol,32,"(32,)",1,0.01,640,33,673,5,0.9115267247057435,0.028842625055141277,0.012898814054566903,0.9839401322707207,0.06056642878686071,0.02708613038436413,1.434413800387529,0.20238740740288697,0.09051040014855988,1.4060846192063763,0.2818015588142273,0.12602548833480345,315.4,69.93425483981365,31.275549555523394,0.025263249934851472,0.0009877525822720205,0.0004417363837822383,0.9331807334228047,0.009993216214989479,0.004469102154113926
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.01,3792,113,3905,5,0.8845517039530758,0.09899225014452909,0.04427068011376608,1.021432490830579,0.24097214094517003,0.10776601756741211,1.5597761694540118,0.5821490671849057,0.26034497745270824,17.425074550812134,7.695599956032152,3.441576925866457,106.2,46.9861681774541,21.012853209404952,0.02574113026940441,0.005363503585948438,0.0023986317231489184,0.9149406405843095,0.03222184759216522,0.014410048315343869
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.0001,3792,113,3905,5,0.8857165237334836,0.09740799518789443,0.04356217975842087,1.0340793158205877,0.2319563611308379,0.1037340382604087,1.5541414421265443,0.5729117644819323,0.25621393009819,15.563789920392447,6.469981198351162,2.8934635545317495,101.0,43.91469002509297,19.639246421387966,0.016442381583661188,0.005092932905260762,0.002277628836201712,0.9124393434540405,0.032162543911497615,0.014383526903086129
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.001,3792,113,3905,5,0.8820362078106143,0.10273967679917477,0.04594658026186256,1.0430599111479055,0.23547791671999932,0.10530892579719055,1.5742723226024165,0.5960961304662679,0.26658229376943166,14.992155054979957,6.305987048957959,2.820123141340658,99.2,43.263148290433044,19.34786809961242,0.018154447913571067,0.004769059773129856,0.0021327883682956167,0.910396192168573,0.032065756388747244,0.0143402422070374
