target,architecture,hidden_layer_sizes,n_hidden_layers,alpha,weights,biases,trainable_parameters,n_folds,mean_r2,sd_r2,se_r2,mean_mae,sd_mae,se_mae,mean_rmse,sd_rmse,se_rmse,mean_fit_seconds,sd_fit_seconds,se_fit_seconds,mean_epochs,sd_epochs,se_epochs,mean_final_scaled_loss,sd_final_scaled_loss,se_final_scaled_loss,mean_best_internal_validation_score,sd_best_internal_validation_score,se_best_internal_validation_score,best_architecture,best_alpha,best_trainable_parameters,best_cv_mean_mae,best_cv_se_mae,one_se_mae_threshold,n_eligible_configurations,selection_rule
target_fodft_coupling_abs_ev,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,5,0.9336359133477373,0.007604821597593069,0.0034009796097953307,0.04072479184607796,0.002398918799996618,0.0010728291018589318,0.056598755882983486,0.0035396148963239334,0.0015829639044702372,46.24013077521231,15.873881632299511,7.099015679321405,139.0,29.512709126747414,13.198484761517134,0.02191653353186796,0.0013256568368543635,0.000592851760408741,0.9441367748779683,0.004392006832762766,0.001964165167140219,128-64-32,0.01,12929,0.04072479184607796,0.0010728291018589318,0.04179762094793689,3,"fewest trainable parameters, then largest alpha, among mean MAE <= best mean MAE + SE(best)"
target_frontier_gap_ev,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,5,0.9699832690053727,0.004406182498089904,0.0019705047173997725,0.0449773643659809,0.0014151861621234003,0.0006328904918649922,0.06299632499926597,0.004266951465929961,0.001908238706902354,35.50807405898813,7.789513828050458,3.483576486239086,123.8,21.17073451725282,9.4678403028357,0.013050967167970861,0.0019654936284163984,0.0008789954724963558,0.9715003445789334,0.006438091387681866,0.0028792019976425207,128-64-32,0.01,12929,0.0449773643659809,0.0006328904918649922,0.04561025485784589,1,"fewest trainable parameters, then largest alpha, among mean MAE <= best mean MAE + SE(best)"
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,5,0.9339156540819505,0.011087742996187479,0.0049585894113044785,0.8582256932021851,0.0256357377738114,0.011464650463120283,1.2483168807956617,0.0874396997996405,0.03910422253683418,42.17469260680955,4.756811578896115,2.1273108093139634,159.4,15.725775020646836,7.032780389006897,0.01682986818032025,0.001357294786557526,0.0006070006816497392,0.951063712472964,0.005168135534436918,0.002311260474386631,128-64-32,0.001,12929,0.8564699970595406,0.013957925386902253,0.8704279224464428,3,"fewest trainable parameters, then largest alpha, among mean MAE <= best mean MAE + SE(best)"
target_somo_somo_elst_corrected_signed_kcal_mol,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,5,0.9509880791608193,0.011691464558810758,0.005228581902006088,0.6249732253700329,0.04899121000403908,0.021909535173799826,1.1080235044440379,0.13736002811444267,0.06142927205103521,39.937128034210765,11.348429457672212,5.075171941043227,175.2,71.56605340522837,32.00531205909419,0.013156989644377792,0.0028489466314204595,0.001274087666425037,0.9664797813010528,0.005464016180495113,0.0024435823219491667,128-64-32,0.0001,12929,0.6200320179952473,0.019271780193432637,0.63930379818868,3,"fewest trainable parameters, then largest alpha, among mean MAE <= best mean MAE + SE(best)"
