target,architecture,hidden_layer_sizes,n_hidden_layers,alpha,weights,biases,trainable_parameters,fold,n_fold_train,n_fold_validation,fit_seconds,epochs,final_scaled_loss,best_internal_validation_score,r2,mae,rmse
target_interaction_energy_kcal_mol,32,"(32,)",1,0.0001,640,33,673,1,1755,439,1.2648204460274428,338,0.020715244796719993,0.9249370894193464,0.9343534744555401,0.953870565614937,1.2740063078217385
target_interaction_energy_kcal_mol,32,"(32,)",1,0.0001,640,33,673,2,1755,439,1.193318994017318,326,0.022222066459673822,0.9399104536974959,0.9180229831763536,0.9670477424423429,1.4014584443893627
target_interaction_energy_kcal_mol,32,"(32,)",1,0.0001,640,33,673,3,1755,439,1.133429405046627,306,0.02280617198239707,0.9361432058474395,0.9248655066749778,0.9411420169543964,1.3277158649505376
target_interaction_energy_kcal_mol,32,"(32,)",1,0.0001,640,33,673,4,1755,439,1.3577250690432265,348,0.02066159850221265,0.9428317499291223,0.866433465621687,1.075667082843492,1.7519715461075573
target_interaction_energy_kcal_mol,32,"(32,)",1,0.0001,640,33,673,5,1756,438,1.021351172006689,239,0.022863898740125257,0.9165741618337401,0.9228240633628586,0.9757240001184286,1.350519135668076
target_interaction_energy_kcal_mol,32,"(32,)",1,0.001,640,33,673,1,1755,439,1.3017020410625264,346,0.020976239516964937,0.926210496728269,0.9348811773861334,0.942003955365313,1.2688753935232506
target_interaction_energy_kcal_mol,32,"(32,)",1,0.001,640,33,673,2,1755,439,1.2271604710258543,326,0.0225227993814734,0.9394611757241313,0.9198318899949182,0.9669616823649889,1.3859098843836273
target_interaction_energy_kcal_mol,32,"(32,)",1,0.001,640,33,673,3,1755,439,1.3798807839630172,350,0.022271004792782354,0.9371382973167812,0.9267432356815204,0.9320445106687685,1.3110200387104576
target_interaction_energy_kcal_mol,32,"(32,)",1,0.001,640,33,673,4,1755,439,1.8788086449494585,348,0.021238270302296067,0.9424902992048991,0.8581014217463581,1.0753224276404645,1.8057899919115046
target_interaction_energy_kcal_mol,32,"(32,)",1,0.001,640,33,673,5,1756,438,0.9007690079743043,239,0.023117110379595608,0.9172342787773052,0.9236541823466927,0.9723772783224794,1.343236279036724
target_interaction_energy_kcal_mol,32,"(32,)",1,0.01,640,33,673,1,1755,439,1.3143902119481936,310,0.024813574561653836,0.9257889001169008,0.9326742318479494,0.9639590241677534,1.290197999707984
target_interaction_energy_kcal_mol,32,"(32,)",1,0.01,640,33,673,2,1755,439,1.8445526849245653,428,0.023987011002744852,0.9417384176269903,0.9164228682372398,0.949809242857546,1.415069925635926
target_interaction_energy_kcal_mol,32,"(32,)",1,0.01,640,33,673,3,1755,439,1.4924399930750951,306,0.025659004408957273,0.9363086399810199,0.9244165683528265,0.9478731573037349,1.3316765943630133
target_interaction_energy_kcal_mol,32,"(32,)",1,0.01,640,33,673,4,1755,439,1.2782013730611652,298,0.02521057546696936,0.9422717892630779,0.8609766842737585,1.091247207136777,1.7874011821685454
target_interaction_energy_kcal_mol,32,"(32,)",1,0.01,640,33,673,5,1756,438,1.1008388330228627,235,0.02664608423393205,0.9197959201260348,0.9231432708169431,0.9668120298877925,1.347723300062177
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.0001,1136,49,1185,1,1755,439,0.9077316140756011,143,0.019383601214061637,0.921324204838529,0.9346110746798267,0.9355459766611053,1.2715042188381502
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.0001,1136,49,1185,2,1755,439,2.553839906002395,292,0.014750422789671723,0.9412565771162076,0.9332276440827187,0.8916085437147181,1.264831053052828
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.0001,1136,49,1185,3,1755,439,2.004109486937523,245,0.015534971626106004,0.9414656160431574,0.9329435595220883,0.9307894318448737,1.2543123888056478
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.0001,1136,49,1185,4,1755,439,1.376074297935702,179,0.01647335101178427,0.9360471152531785,0.9046686149781867,0.9874078541331961,1.480117423539978
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.0001,1136,49,1185,5,1756,438,8.769743261043914,337,0.014646790710067624,0.940484401259911,0.9253609351008976,0.9496886053556987,1.3281370210096561
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.001,1136,49,1185,1,1755,439,1.431387187098153,217,0.016434256325846636,0.925656074475826,0.9364747356078287,0.9288978419060285,1.253253558064046
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.001,1136,49,1185,2,1755,439,1.9022196639562026,206,0.01808667423109128,0.9366446322711734,0.932193299010061,0.9158815218823837,1.274589913067496
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.001,1136,49,1185,3,1755,439,1.0798740409081802,184,0.01834053444294036,0.9409253245316481,0.9292731393698785,0.9659766441959142,1.2881832694189403
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.001,1136,49,1185,4,1755,439,1.063295200932771,179,0.01664611228548516,0.9361436187744898,0.9074376835710536,0.9822631936689902,1.4584627013601896
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.001,1136,49,1185,5,1756,438,13.829703486990184,363,0.014893472372552808,0.9422321121329049,0.9336926533391394,0.8864224312206455,1.251816329519883
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.01,1136,49,1185,1,1755,439,1.2734884599922225,217,0.02122258712071597,0.9281618990702298,0.9412263255117692,0.8828454562244955,1.2054720000723456
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.01,1136,49,1185,2,1755,439,1.9929552259854972,249,0.021067456036303802,0.939302467196232,0.9371566384848382,0.8854475927026957,1.2270545592433466
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.01,1136,49,1185,3,1755,439,8.792712691007182,255,0.019825353528078345,0.9480637870062767,0.9374014851732158,0.9094127345624563,1.2119019337058554
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.01,1136,49,1185,4,1755,439,2.509985076962039,229,0.019629950835336224,0.9386969478451929,0.88767053226861,1.0008639948631763,1.6066640277387345
target_interaction_energy_kcal_mol,32-16,"(32, 16)",2,0.01,1136,49,1185,5,1756,438,12.082046934985556,318,0.01979061324720394,0.9457571865204456,0.9363107358015632,0.8849873890504428,1.2268540570868984
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.0001,3296,97,3393,1,1755,439,13.327682535047643,161,0.01383501575645816,0.9508142111753004,0.9422432532189075,0.8815618817725966,1.194997693908182
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.0001,3296,97,3393,2,1755,439,13.906998110935092,156,0.01323584511540301,0.924714670291737,0.9387458644699034,0.8875437497054697,1.2114399104007387
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.0001,3296,97,3393,3,1755,439,11.661428101942874,124,0.015594760179508671,0.9300645393726006,0.9371548740021938,0.8905934608744678,1.2142867728743523
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.0001,3296,97,3393,4,1755,439,10.204044023994356,139,0.011365798581165983,0.9346262964965665,0.9070382042645505,0.9837700814522651,1.4616065206898712
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.0001,3296,97,3393,5,1756,438,12.054310953011736,174,0.011686327876892885,0.9433169829183009,0.9386272042749935,0.8790200008659093,1.204336201877839
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.001,3296,97,3393,1,1755,439,18.10600467293989,155,0.013515959537847988,0.9542277972689468,0.9432760946299868,0.8788372377379483,1.1842646545568751
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.001,3296,97,3393,2,1755,439,18.976355880964547,173,0.013316346561948283,0.9243268914946177,0.9365253728906335,0.875891401460564,1.2332020806036676
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.001,3296,97,3393,3,1755,439,15.107372498954646,139,0.013483260809290841,0.9288237450334051,0.9358383312580674,0.8869567213659965,1.226939897489797
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.001,3296,97,3393,4,1755,439,16.044688873924315,139,0.015025803798660508,0.9345374354974014,0.904712789084627,0.9805047682151224,1.4797744596748486
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.001,3296,97,3393,5,1756,438,18.56673109799158,149,0.013706677317895564,0.9440348268658993,0.9399707541164902,0.8865713275485148,1.191080820550365
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.01,3296,97,3393,1,1755,439,22.298254578956403,175,0.019744637349523957,0.9496669252059006,0.9475870386252729,0.8518026226695521,1.1383742274117525
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.01,3296,97,3393,2,1755,439,19.89261494902894,173,0.019013351260250274,0.9270498886155284,0.9406135032944803,0.8740405584184459,1.192828543332985
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.01,3296,97,3393,3,1755,439,20.4539412149461,179,0.017609408035794083,0.9296628146491854,0.9408731764878968,0.8465436495958638,1.1778167808771203
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.01,3296,97,3393,4,1755,439,19.097582089947537,171,0.017568020743676624,0.9380902021460314,0.9111591357093354,0.9419270135783602,1.428843314676805
target_interaction_energy_kcal_mol,64-32,"(64, 32)",2,0.01,3296,97,3393,5,1756,438,26.148067564005032,234,0.01737288561566395,0.9483312053529652,0.944328580939564,0.841924148910835,1.1470330548630618
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.0001,3792,113,3905,1,1755,439,21.088785453001037,124,0.013553535042065164,0.9257782823664745,0.9419376769649973,0.8871727507304042,1.1981547380331448
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.0001,3792,113,3905,2,1755,439,22.147299556061625,159,0.011412657161143754,0.9324732861416466,0.9302553473296755,0.9277556101148839,1.2926758269484728
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.0001,3792,113,3905,3,1755,439,12.294601094909012,90,0.01571834100125426,0.9151822563041615,0.9247420924620828,0.9646016336387575,1.3288058555035238
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.0001,3792,113,3905,4,1755,439,6.463314523920417,41,0.024778453742752303,0.8563109071125408,0.7121035724936213,1.4458643056002882,2.5721503900059166
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.0001,3792,113,3905,5,1756,438,15.82494897407014,91,0.01674892097109045,0.9324519853453793,0.9195439294170413,0.9450022790186046,1.3789204001416617
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.001,3792,113,3905,1,1755,439,17.9394346580375,130,0.014796265632955764,0.9213612655977024,0.9453512814829719,0.8601669560181305,1.1624002558024165
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.001,3792,113,3905,2,1755,439,21.875611491966993,152,0.01393587517870383,0.9252534501954864,0.9258790559935531,0.9465754699280328,1.3326148256841657
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.001,3792,113,3905,3,1755,439,11.69444603100419,82,0.01801256039348986,0.9192304786162324,0.919666893047604,1.0003762087984522,1.3728805290675843
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.001,3792,113,3905,4,1755,439,5.7767611789749935,41,0.02601958538815,0.85374044508223,0.6992045192424605,1.4544469488532186,2.629140972071547
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.001,3792,113,3905,5,1756,438,17.674521914916113,91,0.01800795297455589,0.9323953213512133,0.9200792892864821,0.9537339721416941,1.3743250303863683
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.01,3792,113,3905,1,1755,439,24.044016440981068,144,0.02158451006359912,0.9247613673201305,0.9469412611504084,0.8407914489593062,1.1453656839450619
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.01,3792,113,3905,2,1755,439,26.529323562979698,159,0.021226254142786453,0.9302747984758879,0.9261754899912668,0.9150681104699921,1.3299473738371501
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.01,3792,113,3905,3,1755,439,15.742585042025894,98,0.024115862678357754,0.9255672688311946,0.9202157936919966,0.9713610129185657,1.368182175483395
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.01,3792,113,3905,4,1755,439,8.308313332032412,41,0.034187535616560634,0.8578815090374975,0.7085384942831576,1.4439474675967854,2.588027112730545
target_interaction_energy_kcal_mol,64-32-16,"(64, 32, 16)",3,0.01,3792,113,3905,5,1756,438,12.501134376041591,89,0.02759148884571809,0.9362182592568367,0.92088748064855,0.9359944142082447,1.3673585012739071
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.0001,12704,225,12929,1,1755,439,27.17380705603864,100,0.00844547248628889,0.9511611801876472,0.9433243836037755,0.8655410287171211,1.1837604658866998
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.0001,12704,225,12929,2,1755,439,28.99749848304782,99,0.007941722832399398,0.9444071816752874,0.9411356637120175,0.8350397831522378,1.1875729461285711
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.0001,12704,225,12929,3,1755,439,17.4917700990336,73,0.010773227019205312,0.9415626641257,0.937014487274857,0.8727623984098192,1.215642284924921
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.0001,12704,225,12929,4,1755,439,37.061940839048475,155,0.005254641936590459,0.9492425228086243,0.9106501308470065,0.9283478220530123,1.4329306760662055
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.0001,12704,225,12929,5,1756,438,48.59016004402656,135,0.006434301178609776,0.9465555166467765,0.9366979376189901,0.8418380047195927,1.2231190136945813
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.001,12704,225,12929,1,1755,439,39.905096892034635,115,0.009887892142880036,0.9527438994726015,0.945146662186464,0.8445141924284818,1.164574389999623
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.001,12704,225,12929,2,1755,439,26.14230912493076,99,0.010102299931878797,0.9432972651061068,0.9407082458670423,0.8477145385009605,1.1918766707649855
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.001,12704,225,12929,3,1755,439,27.968244653078727,98,0.009625132342599872,0.9423372902671836,0.935827103735531,0.85401891078249,1.2270472426776324
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.001,12704,225,12929,4,1755,439,41.16014727705624,155,0.007179071011982942,0.9552060715040938,0.9132505165683072,0.9092981066052654,1.4119251311067342
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.001,12704,225,12929,5,1756,438,30.184620367945172,135,0.009107693874948761,0.9471200571838895,0.9370478370381877,0.8268042369805051,1.2197339607354614
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,1,1755,439,36.73309988004621,165,0.0165279557293082,0.9571047182981115,0.9460687028582858,0.8580705306713762,1.1547451280989547
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,2,1755,439,38.3695248470176,173,0.01571257676904426,0.9501686302606283,0.939630292587642,0.835866058691212,1.2026623217795447
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,3,1755,439,43.55896146898158,133,0.019185245949367616,0.944161296073806,0.9360072445024739,0.8531897655954381,1.225323800348787
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,4,1755,439,48.71296785399318,158,0.01621431920147858,0.9551323812881151,0.9165930812974195,0.901360083888823,1.384456320640804
target_interaction_energy_kcal_mol,128-64-32,"(128, 64, 32)",3,0.01,12704,225,12929,5,1756,438,43.49890898400918,168,0.0165092432524026,0.9487515364441583,0.9312789491639325,0.8426420271640764,1.2743968331102196
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.0001,7888,177,8065,1,1755,439,27.21435653604567,127,0.008823037393197095,0.9249678700812441,0.9430531483690738,0.8942335612732185,1.1865896747739169
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.0001,7888,177,8065,2,1755,439,29.14594953902997,134,0.0083648665207702,0.9406729358499472,0.9386982397604949,0.8972588188879285,1.211910762395328
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.0001,7888,177,8065,3,1755,439,18.026053262059577,72,0.012503938097029585,0.9471903826472984,0.9324721367137013,0.9310809821821706,1.258713724729817
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.0001,7888,177,8065,4,1755,439,30.389890918973833,162,0.005954849333237585,0.9607357029037407,0.9134378697000434,0.9155247927995578,1.4103996374388281
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.0001,7888,177,8065,5,1756,438,28.556548913940787,135,0.007306970395657017,0.9378739430664539,0.9391397587074791,0.8502681867391485,1.1992966556105775
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.001,7888,177,8065,1,1755,439,27.25746445497498,180,0.007464825215931981,0.9208483085900334,0.9427427890690451,0.872345147928341,1.1898187271973264
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.001,7888,177,8065,2,1755,439,15.715968674980104,88,0.01295265996735322,0.9319796409583835,0.9351576875685287,0.9217306554382414,1.2464171524674794
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.001,7888,177,8065,3,1755,439,9.814225372043438,72,0.013792929492026866,0.9448666225966413,0.934304996635384,0.9069854344978584,1.241514034332752
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.001,7888,177,8065,4,1755,439,14.600587737979367,115,0.01110230449542307,0.9616085281803998,0.9060366588695871,0.9607207212114163,1.4694589053348766
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.001,7888,177,8065,5,1756,438,13.330625382019207,164,0.008418744479058358,0.9369872745062275,0.9381899310951486,0.863584308446749,1.2086189562280232
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.01,7888,177,8065,1,1755,439,15.603247978026047,217,0.016435692592616583,0.9313559983847405,0.9518959928803419,0.7943271537516926,1.0905769972867336
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.01,7888,177,8065,2,1755,439,12.367259349906817,163,0.019800620282421945,0.9352558352557969,0.9328336509407389,0.927350692527559,1.2685571594875251
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.01,7888,177,8065,3,1755,439,10.666366430930793,72,0.02401511047303898,0.9480233897460442,0.9358563907025115,0.8928487349895247,1.2267672132941585
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.01,7888,177,8065,4,1755,439,9.310014566988684,115,0.020418412966266362,0.9620986811211988,0.9085894671090846,0.9409150434007268,1.4493602294077597
target_interaction_energy_kcal_mol,64-64-32-16,"(64, 64, 32, 16)",4,0.01,7888,177,8065,5,1756,438,12.28309308202006,135,0.01988056753281597,0.9391186834284322,0.9443135032226284,0.8037749523421307,1.1471883721620721
target_frontier_gap_ev,16,"(16,)",1,0.0001,320,17,337,1,1755,439,0.7000282680382952,211,0.017189896442750954,0.9585090889620749,0.956532080264994,0.056263781044640575,0.07484432583454075
target_frontier_gap_ev,16,"(16,)",1,0.0001,320,17,337,2,1755,439,1.43568730505649,394,0.013836946602598649,0.9616742249243897,0.962901605226387,0.05273161177155486,0.06950244281658624
target_frontier_gap_ev,16,"(16,)",1,0.0001,320,17,337,3,1755,439,1.2057413039729,319,0.01400600381071217,0.9612456903412536,0.9581534543693045,0.0542041505951729,0.07581225530398097
target_frontier_gap_ev,16,"(16,)",1,0.0001,320,17,337,4,1755,439,0.4155073519796133,90,0.02371392021650264,0.9393796378029884,0.9420120227524271,0.064416759566144,0.0878560949623908
target_frontier_gap_ev,16,"(16,)",1,0.0001,320,17,337,5,1756,438,0.8747349299956113,242,0.015833314467990627,0.9671911084618517,0.9573309101696149,0.05493029772484576,0.07587433815609157
target_frontier_gap_ev,16,"(16,)",1,0.001,320,17,337,1,1755,439,0.675845619989559,193,0.01775892564918748,0.9582434098729948,0.9559236413171863,0.05680831413875,0.07536631946058701
target_frontier_gap_ev,16,"(16,)",1,0.001,320,17,337,2,1755,439,1.5529978550039232,438,0.013373486588280348,0.962544301467952,0.9635401845416276,0.05226191681588981,0.0689016691703702
target_frontier_gap_ev,16,"(16,)",1,0.001,320,17,337,3,1755,439,0.7136226139264181,211,0.01627275267849653,0.9590709117972424,0.950778584214706,0.05707050773889396,0.08222173947685811
target_frontier_gap_ev,16,"(16,)",1,0.001,320,17,337,4,1755,439,0.31145581405144185,90,0.023860612798016278,0.9392350396137459,0.9420351892416142,0.06440905762373472,0.0878385437328853
target_frontier_gap_ev,16,"(16,)",1,0.001,320,17,337,5,1756,438,1.318573069991544,358,0.014739894729196058,0.9690375444767056,0.9599523720454571,0.0538061333427783,0.07350664906393065
target_frontier_gap_ev,16,"(16,)",1,0.01,320,17,337,1,1755,439,0.5702939269831404,169,0.019994076140267894,0.9580468738523678,0.9553983315526953,0.057297071121972756,0.07581410371890386
target_frontier_gap_ev,16,"(16,)",1,0.01,320,17,337,2,1755,439,1.228253316017799,332,0.016238460534092287,0.9616150683886139,0.9603216826423522,0.054379305947513355,0.07187852115796826
target_frontier_gap_ev,16,"(16,)",1,0.01,320,17,337,3,1755,439,1.215398911968805,342,0.01560038682188507,0.9627486612951006,0.9583743029189403,0.05287435398467447,0.07561193798348505
target_frontier_gap_ev,16,"(16,)",1,0.01,320,17,337,4,1755,439,0.3488043190445751,94,0.0252335580295617,0.9396985754092736,0.9434295158152322,0.0640569400170749,0.08677564766853467
target_frontier_gap_ev,16,"(16,)",1,0.01,320,17,337,5,1756,438,1.2588355879997835,358,0.016011452210521786,0.9698454319539981,0.9604681646321774,0.05372781308264464,0.07303175132487742
target_frontier_gap_ev,32,"(32,)",1,0.0001,640,33,673,1,1755,439,0.6053495040396228,161,0.015043884616188507,0.9655462192100573,0.9635515028239957,0.05102400456081805,0.06853529173723007
target_frontier_gap_ev,32,"(32,)",1,0.0001,640,33,673,2,1755,439,1.2376149819465354,320,0.011330744129458803,0.9673689381985551,0.951585316823752,0.054446132422934654,0.07939827315950315
target_frontier_gap_ev,32,"(32,)",1,0.0001,640,33,673,3,1755,439,0.7534463920164853,206,0.013000899731650408,0.967273698668985,0.9554949774672944,0.05596169890111092,0.0781833224951145
target_frontier_gap_ev,32,"(32,)",1,0.0001,640,33,673,4,1755,439,1.6041891829809174,300,0.012371487095509615,0.9685927273166701,0.9599936576539463,0.05255898296392984,0.0729738633990399
target_frontier_gap_ev,32,"(32,)",1,0.0001,640,33,673,5,1756,438,0.7807726599276066,191,0.014829059780273312,0.9564156345743451,0.9578725540028291,0.0549901933035274,0.07539122352406227
target_frontier_gap_ev,32,"(32,)",1,0.001,640,33,673,1,1755,439,0.6811116290045902,161,0.01521214641347457,0.9659061507910089,0.9637375591031053,0.05089896116955865,0.0683601441061567
target_frontier_gap_ev,32,"(32,)",1,0.001,640,33,673,2,1755,439,1.3048122719628736,320,0.011805135991800091,0.9675779952130404,0.9547075614486871,0.05440013069861024,0.07679542740724513
target_frontier_gap_ev,32,"(32,)",1,0.001,640,33,673,3,1755,439,0.9899634850444272,206,0.013261296434880387,0.9674063115089312,0.9556397441339788,0.05579804355620582,0.0780560609248119
target_frontier_gap_ev,32,"(32,)",1,0.001,640,33,673,4,1755,439,1.2989232579711825,300,0.013209074241519146,0.9687311761178287,0.9654788840499492,0.05121526540883327,0.06778683065655731
target_frontier_gap_ev,32,"(32,)",1,0.001,640,33,673,5,1756,438,0.6206690430408344,168,0.015917871725634615,0.9560653200678724,0.954643304905461,0.05691222386188143,0.07822740563932101
target_frontier_gap_ev,32,"(32,)",1,0.01,640,33,673,1,1755,439,0.7501750850351527,161,0.01755006308796518,0.9660052663456964,0.9635675837778185,0.05089447547953011,0.06852017129968123
target_frontier_gap_ev,32,"(32,)",1,0.01,640,33,673,2,1755,439,1.0751963009824976,232,0.015254011842304642,0.9652452471659804,0.9550971388888618,0.05593955035739872,0.07646444083781856
target_frontier_gap_ev,32,"(32,)",1,0.01,640,33,673,3,1755,439,0.8012113700387999,198,0.01557283451390504,0.9677165256467036,0.9557919081668683,0.055575114963208404,0.07792207242923634
target_frontier_gap_ev,32,"(32,)",1,0.01,640,33,673,4,1755,439,1.1914523029699922,286,0.015184601438561117,0.9685504914522537,0.9604170638588818,0.05232448557221696,0.07258667762790222
target_frontier_gap_ev,32,"(32,)",1,0.01,640,33,673,5,1756,438,1.0268087110016495,168,0.01769997059162553,0.9550746389968979,0.9544411576262131,0.05702432041410083,0.07840153513491345
target_frontier_gap_ev,32-16,"(32, 16)",2,0.0001,1136,49,1185,1,1755,439,1.4157508249627426,243,0.007567836050405941,0.9709290844035325,0.9641210352633063,0.04968650390725428,0.0679977283598439
target_frontier_gap_ev,32-16,"(32, 16)",2,0.0001,1136,49,1185,2,1755,439,1.7344496760051697,261,0.00742014155278061,0.9679865195195755,0.9639138984191664,0.04981374358201622,0.06854763784530775
target_frontier_gap_ev,32-16,"(32, 16)",2,0.0001,1136,49,1185,3,1755,439,1.2704560999991372,203,0.008948464757297738,0.9660012762418182,0.968566027576983,0.04981568220519637,0.06570663759989116
target_frontier_gap_ev,32-16,"(32, 16)",2,0.0001,1136,49,1185,4,1755,439,5.130827227025293,323,0.0067501033268023624,0.9650077696402807,0.9573786943767245,0.04746646422288803,0.07532103698639196
target_frontier_gap_ev,32-16,"(32, 16)",2,0.0001,1136,49,1185,5,1756,438,1.5038030949654058,136,0.009951573622631035,0.9532080053879252,0.9581319919544945,0.05017990345006971,0.07515872009517287
target_frontier_gap_ev,32-16,"(32, 16)",2,0.001,1136,49,1185,1,1755,439,5.95012327702716,204,0.008989894442693434,0.9690848411821013,0.9614106625612834,0.05182448526730998,0.07051931962996058
target_frontier_gap_ev,32-16,"(32, 16)",2,0.001,1136,49,1185,2,1755,439,1.4279110359493643,261,0.008005689310457125,0.968384906769178,0.9624122470580452,0.05053526732948897,0.06995933807920068
target_frontier_gap_ev,32-16,"(32, 16)",2,0.001,1136,49,1185,3,1755,439,1.1940963779343292,170,0.009356858094523563,0.9658055576497239,0.9659731713703122,0.0507306317012404,0.06836287940304181
target_frontier_gap_ev,32-16,"(32, 16)",2,0.001,1136,49,1185,4,1755,439,9.574434467940591,282,0.008345011322135176,0.9648878082771287,0.9661037324411809,0.04734336535282985,0.067170542429454
target_frontier_gap_ev,32-16,"(32, 16)",2,0.001,1136,49,1185,5,1756,438,1.0669818449532613,151,0.010048192702521856,0.9532270369850253,0.959523173228291,0.049427703985121925,0.07389949240028987
target_frontier_gap_ev,32-16,"(32, 16)",2,0.01,1136,49,1185,1,1755,439,5.889153055031784,243,0.011285433929058581,0.9710244291808249,0.9645168718027861,0.0497696540735218,0.06762159381904716
target_frontier_gap_ev,32-16,"(32, 16)",2,0.01,1136,49,1185,2,1755,439,1.6450673440704122,222,0.01165002321001726,0.9715094517017528,0.9670822044241326,0.04906869435720632,0.06546932779878001
target_frontier_gap_ev,32-16,"(32, 16)",2,0.01,1136,49,1185,3,1755,439,1.9281426669331267,253,0.01085129519040149,0.9699195991035128,0.9682690221217756,0.049186347042036414,0.06601632401803598
target_frontier_gap_ev,32-16,"(32, 16)",2,0.01,1136,49,1185,4,1755,439,13.032478539040312,248,0.013712645865319194,0.964859126920688,0.9576270821165422,0.048268680338092236,0.07510123893795807
