task_index,permutation,family,target,selected_model,n_total,n_train_validation,n_test,n_features,split_seed,permutation_seed,model_random_state,r2,mae,rmse
5,1,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.022379246014376797,0.3291496972175043,0.4012516342693836
5,2,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.02741660259054668,0.30186296773448557,0.37374701876218813
5,3,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.023640918606265382,0.30573713388264984,0.3768888504643324
5,4,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.01658530727397456,0.29447685338970875,0.3588448240308831
5,5,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.030412875246917714,0.2958175033230453,0.3628403345514476
5,6,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.011950866278058303,0.29415898209827834,0.3595185469120062
5,7,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.03292578110427291,0.30905357511585085,0.37772250544323943
5,8,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.014877805392582655,0.29367224798914904,0.3603203448675243
5,9,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.0021927795840375186,0.29948593657589145,0.3675355296918701
5,10,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.03108863941749518,0.3073845212650284,0.3774059264479297
5,11,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.032419869051979466,0.28842139960162405,0.3569982250131082
5,12,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.017721981313400192,0.29534845741339866,0.35895175230073467
5,13,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.010631613582609445,0.2974303565410026,0.3723558624156097
5,14,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.0345807941051377,0.29690207441742633,0.3621071441407355
5,15,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.024436754773419445,0.29555656859751434,0.3593733834727513
5,16,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.015993393231348962,0.2987009116406984,0.37195177423823667
5,17,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.01667962901805531,0.31370408821175005,0.3846008911006763
5,18,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.011400109989182283,0.2922406400141629,0.3629543128179719
5,19,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.04433696414985078,0.3012071706234833,0.3717578320724002
5,20,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.02801863493809198,0.3131366841662709,0.3782204325848902
5,21,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.021925051426233466,0.2922148321256514,0.36136740038171894
5,22,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.013129100410498307,0.3101448184316394,0.38168003209908097
5,23,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.02513645609837334,0.2930555474931882,0.3579600301791245
5,24,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.037742361862074025,0.3092372178113051,0.3815751159989902
5,25,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.0198927916853191,0.293984949978923,0.362078715204725
5,26,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.005408515648676726,0.29410252121118785,0.3661715227346482
5,27,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.019425724941313227,0.302214761114859,0.37577042740198113
5,28,mlp,target_frontier_gap_ev,mlp_64_64_32_16_a1e-4,2582,2194,388,19,42,42,42,-0.0007608817724638062,0.3020840121856878,0.3764566452369965
