target,n,mae,rmse,r2
target_fodft_coupling_abs_ev,2582,0.040503346936334096,0.05713573056795347,0.9334368221556677
target_frontier_gap_ev,2582,0.046108213988790454,0.06419593612047375,0.9687945112895348
target_interaction_energy_kcal_mol,2582,0.8670219896635314,1.2554867225938797,0.9341005850775974
target_somo_somo_elst_corrected_signed_kcal_mol,2582,0.624786290642653,1.0462201525927943,0.9576301420345958
