target,n_estimators,min_samples_leaf,fold,n_fold_train,n_fold_validation,fit_seconds,nodes_total,leaves_total,mean_tree_depth,r2,mae,rmse
target_fodft_coupling_abs_ev,50,5,5,1756,438,0.1463495969073847,27258,13654,18.0,0.9126333860041194,0.04470837455621707,0.06589289869388734
target_fodft_coupling_abs_ev,50,10,1,1755,439,0.11303012503776699,12914,6482,14.42,0.8864394778584764,0.04779185923306471,0.07353748051464833
target_fodft_coupling_abs_ev,50,10,2,1755,439,0.11450160597451031,12896,6473,14.58,0.9164074063506986,0.045726002567261656,0.06230398318069607
target_fodft_coupling_abs_ev,50,10,3,1755,439,0.11336801992729306,12876,6463,14.36,0.8613056904128666,0.05151898528436352,0.08219738584337044
target_fodft_coupling_abs_ev,50,10,4,1755,439,0.11259702197276056,12886,6468,14.1,0.9098819681300783,0.046806521627035066,0.06683067250303361
target_fodft_coupling_abs_ev,50,10,5,1756,438,0.11307967000175267,12928,6489,14.4,0.8729519926993523,0.0510992014837455,0.0794602248513193
target_fodft_coupling_abs_ev,100,1,1,1755,439,0.7174133789958432,350900,175500,28.01,0.9417335425013189,0.035195242797708685,0.052674978040724
target_fodft_coupling_abs_ev,100,1,2,1755,439,0.7112297479761764,350900,175500,28.33,0.9490029844129273,0.03437032448724934,0.048663606652642716
target_fodft_coupling_abs_ev,100,1,3,1755,439,0.717045541969128,350900,175500,27.73,0.9286042280980286,0.037612446135929706,0.05897459008283056
target_fodft_coupling_abs_ev,100,1,4,1755,439,0.7184627030510455,350900,175500,28.16,0.9482984659914518,0.03510088089296253,0.05061994823046548
target_fodft_coupling_abs_ev,100,1,5,1756,438,0.7235363740473986,351100,175600,28.2,0.9340868119759351,0.03852031534540841,0.05723372594832758
target_fodft_coupling_abs_ev,100,2,1,1755,439,0.45222876290790737,151864,75982,23.52,0.9371337099696692,0.03662750693868335,0.054714693641912795
target_fodft_coupling_abs_ev,100,2,2,1755,439,0.45303195691667497,151792,75946,23.81,0.9483921449975575,0.03508594069717426,0.04895418409911333
target_fodft_coupling_abs_ev,100,2,3,1755,439,0.44973563496023417,151860,75980,23.34,0.9213983070545179,0.03867517581324949,0.06187919201208309
target_fodft_coupling_abs_ev,100,2,4,1755,439,0.4544859820744023,151728,75914,23.02,0.9448100198906353,0.035170678234446556,0.052299808773296784
target_fodft_coupling_abs_ev,100,2,5,1756,438,0.4501454320270568,151932,76016,23.68,0.9344319115431091,0.03902936690626763,0.0570837009275167
target_fodft_coupling_abs_ev,100,3,1,1755,439,0.3634838060243055,95752,47926,21.05,0.9328735208904452,0.038114869751247386,0.05653820160754441
target_fodft_coupling_abs_ev,100,3,2,1755,439,0.3654998339479789,95704,47902,20.92,0.9431686678827076,0.03661739820757861,0.05137192388051161
target_fodft_coupling_abs_ev,100,3,3,1755,439,0.36393678397871554,95732,47916,20.68,0.9149409602932618,0.040880821732574714,0.06437080226931387
target_fodft_coupling_abs_ev,100,3,4,1755,439,0.36308013391681015,95734,47917,20.86,0.9383518193598496,0.03722229945064287,0.055275173480154725
target_fodft_coupling_abs_ev,100,3,5,1756,438,0.36346032505389303,95886,47993,21.07,0.9293876076829299,0.04082224782699312,0.059238809698030206
target_fodft_coupling_abs_ev,100,5,1,1755,439,0.2892622819636017,54418,27259,17.83,0.9218007043288358,0.041470875038996435,0.061023410597064516
target_fodft_coupling_abs_ev,100,5,2,1755,439,0.29040488693863153,54358,27229,18.04,0.9370917139959247,0.03941564859917788,0.05404877293970509
target_fodft_coupling_abs_ev,100,5,3,1755,439,0.2900896370410919,54466,27283,17.98,0.9017565694005834,0.04422806911620912,0.0691799818743687
target_fodft_coupling_abs_ev,100,5,4,1755,439,0.2884958030190319,54334,27217,17.73,0.9316246731861311,0.0403423488664327,0.05821296093528463
target_fodft_coupling_abs_ev,100,5,5,1756,438,0.28747177694458514,54436,27268,18.01,0.9158012158250015,0.04395199388312684,0.06468726225689887
target_fodft_coupling_abs_ev,100,10,1,1755,439,0.22164765000343323,25772,12936,14.47,0.8890564710207527,0.04776006096376336,0.07268520908136696
target_fodft_coupling_abs_ev,100,10,2,1755,439,0.22306608699727803,25766,12933,14.68,0.9191656831336956,0.04496853239608757,0.0612674490948112
target_fodft_coupling_abs_ev,100,10,3,1755,439,0.22324415505863726,25734,12917,14.59,0.8648470432162121,0.05101503677704435,0.08114120629051266
target_fodft_coupling_abs_ev,100,10,4,1755,439,0.2218380180420354,25754,12927,14.35,0.9123499082330585,0.046086116630134025,0.06590921965009039
target_fodft_coupling_abs_ev,100,10,5,1756,438,0.22198050399310887,25782,12941,14.29,0.8739160992361448,0.05070933659202316,0.0791581578866683
target_fodft_coupling_abs_ev,200,1,1,1755,439,1.4412590520223603,701800,351000,28.025,0.9428351469552443,0.03470349128760963,0.052174656878811294
target_fodft_coupling_abs_ev,200,1,2,1755,439,1.4160888810874894,701800,351000,28.26,0.9502439622897096,0.03425453879829586,0.048067862097142096
target_fodft_coupling_abs_ev,200,1,3,1755,439,1.4373255230020732,701800,351000,28.16,0.9294744656576882,0.03727330687396924,0.05861406975999235
target_fodft_coupling_abs_ev,200,1,4,1755,439,1.424420958966948,701800,351000,28.315,0.9496222968235102,0.0346558423256996,0.0499676774879001
target_fodft_coupling_abs_ev,200,1,5,1756,438,1.4624197059310973,702200,351200,28.08,0.9372438544013816,0.038065447524219205,0.055846246866202334
target_fodft_coupling_abs_ev,200,2,1,1755,439,0.8919387540081516,303626,151913,23.515,0.9380516837933218,0.036403492763539436,0.054313752533658055
target_fodft_coupling_abs_ev,200,2,2,1755,439,0.8921183720231056,303704,151952,23.97,0.9482433815424601,0.03513538689372476,0.04902469035213142
target_fodft_coupling_abs_ev,200,2,3,1755,439,0.8978744220221415,303604,151902,23.365,0.9220586379015365,0.03850565754528416,0.061618721037286175
target_fodft_coupling_abs_ev,200,2,4,1755,439,0.8916313950903714,303442,151821,23.02,0.9448278074907163,0.035274313019224984,0.05229138004175507
target_fodft_coupling_abs_ev,200,2,5,1756,438,0.8947108060820028,303852,152026,23.405,0.9342832019101007,0.03908948791639083,0.057148397707784626
target_fodft_coupling_abs_ev,200,3,1,1755,439,0.7277237609960139,191526,95863,20.875,0.9330379585779881,0.03796340096569094,0.05646890919202392
target_fodft_coupling_abs_ev,200,3,2,1755,439,0.7291828650049865,191364,95782,21.075,0.9446471337832216,0.03647662401843032,0.050699300728490784
target_fodft_coupling_abs_ev,200,3,3,1755,439,0.726570977945812,191436,95818,20.72,0.9132470982580765,0.040916110788911886,0.06500858142992627
target_fodft_coupling_abs_ev,200,3,4,1755,439,0.7270261980593204,191612,95906,20.815,0.9394673336551989,0.03736157506870589,0.05477279262122448
target_fodft_coupling_abs_ev,200,3,5,1756,438,0.7294629300013185,191938,96069,20.89,0.9288146048808843,0.04077805085076479,0.059478678501093486
target_fodft_coupling_abs_ev,200,5,1,1755,439,0.5760735089424998,108852,54526,17.9,0.9209447629597393,0.04146134387813988,0.06135647183916062
target_fodft_coupling_abs_ev,200,5,2,1755,439,0.5780619529541582,108610,54405,18.23,0.9372974305715578,0.03953705957565371,0.053960328046886843
target_fodft_coupling_abs_ev,200,5,3,1755,439,0.58020442398265,108910,54555,18.015,0.9005145182393208,0.04417901608201129,0.06961591535490737
target_fodft_coupling_abs_ev,200,5,4,1755,439,0.5768225429346785,108740,54470,17.935,0.9315803083983991,0.040411097066250574,0.058231843381523124
target_fodft_coupling_abs_ev,200,5,5,1756,438,0.5760120139457285,108700,54450,18.155,0.9135588630539839,0.04410829908105064,0.06554296683343605
target_fodft_coupling_abs_ev,200,10,1,1755,439,0.4413182359421626,51486,25843,14.59,0.8888186234163609,0.04771845049398698,0.07276308089218839
target_fodft_coupling_abs_ev,200,10,2,1755,439,0.4421365950256586,51482,25841,14.745,0.9200710512927278,0.04478904596896117,0.0609233762142823
target_fodft_coupling_abs_ev,200,10,3,1755,439,0.44281372998375446,51398,25799,14.655,0.8613189537638904,0.051339633938152274,0.08219345547719152
target_fodft_coupling_abs_ev,200,10,4,1755,439,0.44128795608412474,51588,25894,14.495,0.9121356932043093,0.04616621044471319,0.0659897108916967
target_fodft_coupling_abs_ev,200,10,5,1756,438,0.4384869980858639,51580,25890,14.45,0.8737834645374887,0.05080200418829981,0.07919978238691353
target_fodft_coupling_abs_ev,300,1,1,1755,439,2.143975059967488,1052700,526500,28.023333333333333,0.9433281902702054,0.03460392072446084,0.051949168027910296
target_fodft_coupling_abs_ev,300,1,2,1755,439,2.1468943849904463,1052700,526500,28.313333333333333,0.9502931200532313,0.03404111716042227,0.04804411128599064
target_fodft_coupling_abs_ev,300,1,3,1755,439,2.1406518690055236,1052700,526500,28.18,0.9296913487660704,0.0370867580093151,0.058523874129085045
target_fodft_coupling_abs_ev,300,1,4,1755,439,2.118832836044021,1052700,526500,28.196666666666665,0.9498525197510219,0.034472492080641126,0.04985337217836201
target_fodft_coupling_abs_ev,300,1,5,1756,438,2.1401854950236157,1053300,526800,28.12,0.9371397722894709,0.03805196984659278,0.05589253864516424
target_fodft_coupling_abs_ev,300,2,1,1755,439,1.3419150291010737,455446,227873,23.533333333333335,0.9387511959369306,0.03615717832331001,0.054006230110218614
target_fodft_coupling_abs_ev,300,2,2,1755,439,1.358259153086692,455576,227938,23.966666666666665,0.9481605544212285,0.03512076668253628,0.049063902252337345
target_fodft_coupling_abs_ev,300,2,3,1755,439,1.339169934974052,455404,227852,23.37,0.9216785239188262,0.038238050203825376,0.061768793150920154
target_fodft_coupling_abs_ev,300,2,4,1755,439,1.3404692970216274,455130,227715,23.19,0.9446654917991477,0.03534019430738608,0.05236824374444325
target_fodft_coupling_abs_ev,300,2,5,1756,438,1.3439184139715508,455758,228029,23.343333333333334,0.9339243559293768,0.039127579196693844,0.05730421444242519
target_fodft_coupling_abs_ev,300,3,1,1755,439,1.0848315220791847,287312,143806,20.833333333333332,0.9330275535616422,0.03797690211601684,0.0564732962827376
target_fodft_coupling_abs_ev,300,3,2,1755,439,1.0826966580934823,287114,143707,20.95,0.9453647034196871,0.03641210485628547,0.05036960728933794
target_fodft_coupling_abs_ev,300,3,3,1755,439,1.0788160340161994,287068,143684,20.79,0.9126126144915039,0.04078033466186901,0.06524587463037311
target_fodft_coupling_abs_ev,300,3,4,1755,439,1.0947383219609037,287324,143812,20.8,0.9398756222504185,0.03710116966628947,0.054587760761425436
target_fodft_coupling_abs_ev,300,3,5,1756,438,1.0785275569651276,287690,143995,20.883333333333333,0.929908978896078,0.04064137769251305,0.0590197076989177
target_fodft_coupling_abs_ev,300,5,1,1755,439,0.8597960449988022,163226,81763,17.986666666666668,0.9206964245860523,0.041485900535689686,0.06145276665483723
target_fodft_coupling_abs_ev,300,5,2,1755,439,0.861736617051065,162900,81600,18.216666666666665,0.9378172005721731,0.039338262368172304,0.05373621182925696
target_fodft_coupling_abs_ev,300,5,3,1755,439,0.8607223209692165,163232,81766,18.096666666666668,0.8984574119583483,0.04417048406440868,0.07033197261100939
target_fodft_coupling_abs_ev,300,5,4,1755,439,0.862528961035423,163058,81679,17.996666666666666,0.9308118665769717,0.040621648890134865,0.058557939856843294
target_fodft_coupling_abs_ev,300,5,5,1756,438,0.8588211130117998,163118,81709,18.05,0.9141019814995055,0.04403414511751293,0.06533673582062376
target_fodft_coupling_abs_ev,300,10,1,1755,439,0.6595514480723068,77270,38785,14.556666666666667,0.8889706403938357,0.04756268606421235,0.07271331982821341
target_fodft_coupling_abs_ev,300,10,2,1755,439,0.6626108400523663,77306,38803,14.723333333333333,0.9198288438906178,0.044750042480805656,0.06101561395190572
target_fodft_coupling_abs_ev,300,10,3,1755,439,0.663550877943635,77220,38760,14.633333333333333,0.8604021460358553,0.0514832166085474,0.08246469464416431
target_fodft_coupling_abs_ev,300,10,4,1755,439,0.6681901750853285,77424,38862,14.46,0.9124923005441873,0.04621341378911728,0.06585566134446409
target_fodft_coupling_abs_ev,300,10,5,1756,438,0.6568383210105821,77440,38870,14.44,0.8736590819382218,0.05065470352720522,0.07923879727893701
target_fodft_coupling_abs_ev,500,1,1,1755,439,3.536909113987349,1754500,877500,28.088,0.9436068875543836,0.03462166748060714,0.05182127431944023
target_fodft_coupling_abs_ev,500,1,2,1755,439,3.5639600390568376,1754500,877500,28.348,0.9506738282689458,0.03401779886331986,0.04785977115791362
target_fodft_coupling_abs_ev,500,1,3,1755,439,3.542459090007469,1754500,877500,28.08,0.9298799037711706,0.03692751230016583,0.05844534625539365
target_fodft_coupling_abs_ev,500,1,4,1755,439,3.5509029029635713,1754500,877500,28.062,0.9506693539374277,0.03414394884100873,0.049445683405307805
target_fodft_coupling_abs_ev,500,1,5,1756,438,3.538109787972644,1755500,878000,28.134,0.9368787058355621,0.038056242972990616,0.05600848276846592
target_fodft_coupling_abs_ev,500,2,1,1755,439,2.2441795089980587,759112,379806,23.46,0.93901778493197,0.03616850839823624,0.05388856930465267
target_fodft_coupling_abs_ev,500,2,2,1755,439,2.264253070927225,759218,379859,23.858,0.9490070329635487,0.03481924800596907,0.04866167496131686
target_fodft_coupling_abs_ev,500,2,3,1755,439,2.244502159068361,759080,379790,23.344,0.9213392953540422,0.03828112576645223,0.06190241613798207
target_fodft_coupling_abs_ev,500,2,4,1755,439,2.254435147973709,758616,379558,23.072,0.9450386277585485,0.035264168753006066,0.05219137826972871
target_fodft_coupling_abs_ev,500,2,5,1756,438,2.2272981220157817,759578,380039,23.35,0.9334713144917239,0.03917649573217272,0.057500329333626206
target_fodft_coupling_abs_ev,500,3,1,1755,439,1.8011324550025165,478592,239546,20.902,0.9336847056700253,0.03785565258880609,0.05619554748993893
target_fodft_coupling_abs_ev,500,3,2,1755,439,1.8124182700412348,478816,239658,20.986,0.9458333745373555,0.03627488016177241,0.050153102340101556
target_fodft_coupling_abs_ev,500,3,3,1755,439,1.8002237380715087,478840,239670,20.848,0.9125949742604959,0.040592681261846564,0.06525245964385332
target_fodft_coupling_abs_ev,500,3,4,1755,439,1.8016312869731337,479054,239777,20.8,0.9401634453761657,0.03698971951791944,0.054456944701060155
target_fodft_coupling_abs_ev,500,3,5,1756,438,1.8013910639565438,479430,239965,20.83,0.9293933294635567,0.04064708081664019,0.059236409564503975
target_fodft_coupling_abs_ev,500,5,1,1755,439,1.428226521005854,271992,136246,18.058,0.9214517071140989,0.041386310632649456,0.061159430310044394
target_fodft_coupling_abs_ev,500,5,2,1755,439,1.4316760069923475,271416,135958,18.28,0.9382451702931411,0.039186148588540116,0.05355097428558158
target_fodft_coupling_abs_ev,500,5,3,1755,439,1.434240591013804,271860,136180,18.09,0.8980920043800127,0.044178380724856615,0.07045840604727961
target_fodft_coupling_abs_ev,500,5,4,1755,439,1.4325314599554986,271788,136144,17.954,0.9302892089710164,0.04076406799094709,0.0587787014839814
target_fodft_coupling_abs_ev,500,5,5,1756,438,1.4272184969158843,271886,136193,18.008,0.9130905885144524,0.0441421232148104,0.06572025885603688
target_fodft_coupling_abs_ev,500,10,1,1755,439,1.0976789640262723,128664,64582,14.618,0.890484803421577,0.0474026842113422,0.07221580379235819
target_fodft_coupling_abs_ev,500,10,2,1755,439,1.0994491109158844,128938,64719,14.742,0.9199274590547355,0.0447461833766063,0.060978076035845215
target_fodft_coupling_abs_ev,500,10,3,1755,439,1.0988712050020695,128626,64563,14.66,0.8617646865078651,0.05142806496690041,0.08206126077248153
target_fodft_coupling_abs_ev,500,10,4,1755,439,1.0942804031074047,128842,64671,14.52,0.9119262676234905,0.04629376780674905,0.06606830770104015
target_fodft_coupling_abs_ev,500,10,5,1756,438,1.0969718879787251,128928,64714,14.508,0.8749264999416657,0.05053437458090897,0.07884034434914618
target_fodft_coupling_abs_ev,750,1,1,1755,439,5.391573949018493,2631750,1316250,28.081333333333333,0.943597248048883,0.034637652230736525,0.05182570314143881
target_fodft_coupling_abs_ev,750,1,2,1755,439,5.312564039020799,2631750,1316250,28.313333333333333,0.9505186996932989,0.03413259957615006,0.04793497048584245
target_fodft_coupling_abs_ev,750,1,3,1755,439,5.291913273977116,2631750,1316250,28.045333333333332,0.9306062099996459,0.0367600265124676,0.05814186895787583
target_fodft_coupling_abs_ev,750,1,4,1755,439,5.305790823069401,2631750,1316250,27.972,0.9504092895141463,0.03431760391489393,0.04957584752117059
target_fodft_coupling_abs_ev,750,1,5,1756,438,5.3118280180497095,2633250,1317000,28.072,0.9373320377268246,0.03805241644722642,0.05580699621632589
target_fodft_coupling_abs_ev,750,2,1,1755,439,3.348391404026188,1138846,569798,23.538666666666668,0.9386983442338506,0.036251926787077955,0.05402952612226083
target_fodft_coupling_abs_ev,750,2,2,1755,439,3.3378300509648398,1139050,569900,23.737333333333332,0.9487186182298334,0.03496492319316556,0.04879909543063619
target_fodft_coupling_abs_ev,750,2,3,1755,439,3.3511610489804298,1138926,569838,23.322666666666667,0.9206017247866104,0.03831600728420588,0.06219195633074248
target_fodft_coupling_abs_ev,750,2,4,1755,439,3.5507088800659403,1137854,569302,23.069333333333333,0.9451456903580302,0.0352171579271722,0.052140520110346956
target_fodft_coupling_abs_ev,750,2,5,1756,438,3.3510365990223363,1139370,570060,23.309333333333335,0.9340676871698362,0.039005872708312815,0.057242028569977586
target_fodft_coupling_abs_ev,750,3,1,1755,439,2.705402644001879,717828,359289,20.928,0.9340506226584981,0.03783214233105059,0.05604029409077053
target_fodft_coupling_abs_ev,750,3,2,1755,439,2.6957579880254343,718158,359454,20.992,0.9462028131917843,0.03610706058031961,0.04998177732517593
target_fodft_coupling_abs_ev,750,3,3,1755,439,2.714431320084259,718258,359504,20.882666666666665,0.9130077245254256,0.040535281447684535,0.06509820740678786
target_fodft_coupling_abs_ev,750,3,4,1755,439,2.6944493940100074,718694,359722,20.761333333333333,0.9399614240675568,0.037055371449677466,0.05454879652229096
target_fodft_coupling_abs_ev,750,3,5,1756,438,2.703679035999812,719454,360102,20.889333333333333,0.9290834630690501,0.040724418488436026,0.059366250540302014
target_fodft_coupling_abs_ev,750,5,1,1755,439,2.138399718911387,407966,204358,18.088,0.9219925472390142,0.041328314950674606,0.06094851160078943
target_fodft_coupling_abs_ev,750,5,2,1755,439,2.147175917052664,407212,203981,18.198666666666668,0.938509885282506,0.0391564877818867,0.05343607663666236
target_fodft_coupling_abs_ev,750,5,3,1755,439,2.145085289957933,407444,204097,18.14666666666667,0.8981806093840297,0.04409776540747679,0.07042776897652324
target_fodft_coupling_abs_ev,750,5,4,1755,439,2.1386303190374747,407748,204249,17.909333333333333,0.9306572430173397,0.04063079672691392,0.058623336793613666
target_fodft_coupling_abs_ev,750,5,5,1756,438,2.136386725003831,407912,204331,17.989333333333335,0.9129210776908059,0.04415346216915062,0.0657843190551277
target_fodft_coupling_abs_ev,750,10,1,1755,439,1.644566898001358,192976,96863,14.633333333333333,0.8906040670633367,0.04728100460075547,0.07217647105067501
target_fodft_coupling_abs_ev,750,10,2,1755,439,1.6510570080718026,193438,97094,14.754666666666667,0.920151165614893,0.04465504060648257,0.06089283622395097
target_fodft_coupling_abs_ev,750,10,3,1755,439,1.6406827688915655,192966,96858,14.673333333333334,0.8619580108969737,0.05132321407180357,0.0820038586757909
target_fodft_coupling_abs_ev,750,10,4,1755,439,1.638108468032442,193260,97005,14.502666666666666,0.9117610411745432,0.046337488468851655,0.06613025078358575
target_fodft_coupling_abs_ev,750,10,5,1756,438,1.6315327449701726,193278,97014,14.505333333333333,0.875012904278299,0.05052034146706121,0.07881310706641552
target_fodft_coupling_abs_ev,1000,1,1,1755,439,7.158980130916461,3509000,1755000,28.07,0.943684225591012,0.034586375483308555,0.05178572804039226
target_fodft_coupling_abs_ev,1000,1,2,1755,439,7.6404124579858035,3509000,1755000,28.323,0.9506639080658194,0.03414416593674701,0.04786458356039694
target_fodft_coupling_abs_ev,1000,1,3,1755,439,7.045362248085439,3509000,1755000,28.032,0.9300763007190357,0.03672594811248649,0.05836344009054634
target_fodft_coupling_abs_ev,1000,1,4,1755,439,7.144084736937657,3509000,1755000,27.99,0.9502231645013666,0.034305296345641605,0.049668795004060906
target_fodft_coupling_abs_ev,1000,1,5,1756,438,7.1043268060311675,3511000,1756000,28.04,0.9377266634841577,0.037962720568999575,0.05563100790470975
target_fodft_coupling_abs_ev,1000,2,1,1755,439,4.460109177045524,1518486,759743,23.508,0.9388546158356728,0.03621435340112059,0.05396061551692356
target_fodft_coupling_abs_ev,1000,2,2,1755,439,4.482469954062253,1519190,760095,23.686,0.9488728120188042,0.03487187961752398,0.04872567519607584
target_fodft_coupling_abs_ev,1000,2,3,1755,439,4.430177555070259,1518648,759824,23.319,0.9204982624718004,0.03831135951358172,0.06223246369023399
target_fodft_coupling_abs_ev,1000,2,4,1755,439,4.430969020002522,1517074,759037,23.079,0.9448073307528293,0.03533159069745185,0.05230108291472235
target_fodft_coupling_abs_ev,1000,2,5,1756,438,4.4231455699773505,1519358,760179,23.276,0.9341925779058908,0.039028771171537566,0.05718778818737547
target_fodft_coupling_abs_ev,1000,3,1,1755,439,3.594334164983593,957030,479015,20.967,0.9339662805280606,0.03781622226514089,0.056076117382519164
target_fodft_coupling_abs_ev,1000,3,2,1755,439,3.6150117970537394,957684,479342,21.019,0.9463055976412239,0.03604425996604938,0.04993400711672854
target_fodft_coupling_abs_ev,1000,3,3,1755,439,3.603036824031733,957642,479321,20.899,0.9125041820378651,0.040580778068106185,0.06528634143778111
target_fodft_coupling_abs_ev,1000,3,4,1755,439,3.587335785967298,958112,479556,20.763,0.9397889747400232,0.037044632877107415,0.05462708084143949
target_fodft_coupling_abs_ev,1000,3,5,1756,438,3.5835624990286306,958938,479969,20.836,0.9288429329639756,0.04074733926410929,0.059466842613938586
target_fodft_coupling_abs_ev,1000,5,1,1755,439,2.848615244962275,543872,272436,18.022,0.9218677202041479,0.04134201965087537,0.06099725682043816
target_fodft_coupling_abs_ev,1000,5,2,1755,439,2.8566555939614773,543016,272008,18.205,0.9386853666059647,0.039103584235344706,0.053359773859124514
target_fodft_coupling_abs_ev,1000,5,3,1755,439,2.8741640709340572,543490,272245,18.143,0.8976458367932486,0.044084338722487675,0.07061247601905256
target_fodft_coupling_abs_ev,1000,5,4,1755,439,2.847433881019242,543464,272232,17.842,0.9306840508783242,0.04063570617854508,0.05861200382783198
target_fodft_coupling_abs_ev,1000,5,5,1756,438,2.8452666479861364,544246,272623,17.987,0.9129245169395165,0.04412755671813539,0.065783019941275
target_fodft_coupling_abs_ev,1000,10,1,1755,439,2.1873979980591685,257380,129190,14.627,0.8904037111853679,0.04729947037620824,0.07224253550419142
target_fodft_coupling_abs_ev,1000,10,2,1755,439,2.1968452859437093,257874,129437,14.761,0.9203863674194979,0.04463798858382247,0.0608030874668378
target_fodft_coupling_abs_ev,1000,10,3,1755,439,2.1958374539390206,257414,129207,14.646,0.862002935313097,0.05125956161150954,0.08199051391282404
target_fodft_coupling_abs_ev,1000,10,4,1755,439,2.1894850590033457,257630,129315,14.494,0.9115956129163822,0.04636473438800022,0.06619221145108224
target_fodft_coupling_abs_ev,1000,10,5,1756,438,2.197524685994722,257828,129414,14.508,0.8753963535225977,0.050480387253145735,0.0786921184135746
target_interaction_energy_kcal_mol,50,1,1,1755,439,0.35340205300599337,175450,87750,27.04,0.9565865963247779,0.7456443545537229,1.036042625766802
target_interaction_energy_kcal_mol,50,1,2,1755,439,0.3610508949495852,175450,87750,27.58,0.9470398799746245,0.745597171295462,1.1264415201673876
target_interaction_energy_kcal_mol,50,1,3,1755,439,0.35900094197131693,175450,87750,27.96,0.9430574457366441,0.7700049832159027,1.1558565431563745
target_interaction_energy_kcal_mol,50,1,4,1755,439,0.35476627002935857,175450,87750,27.86,0.9322151384855015,0.8124821905173438,1.2480861856325396
target_interaction_energy_kcal_mol,50,1,5,1756,438,0.35373656696174294,175550,87800,27.48,0.9497754439527331,0.7492010701825407,1.0894764347354264
target_interaction_energy_kcal_mol,50,2,1,1755,439,0.2250215969979763,75822,37936,22.84,0.952643530315071,0.7717067706140961,1.0820700217652306
target_interaction_energy_kcal_mol,50,2,2,1755,439,0.24003269197419286,76066,38058,23.16,0.9417311686915623,0.813394704533587,1.181550595620375
target_interaction_energy_kcal_mol,50,2,3,1755,439,0.22394049807917327,76084,38067,23.18,0.9418172479485953,0.7882749344613287,1.1683759086660879
target_interaction_energy_kcal_mol,50,2,4,1755,439,0.22537060908507556,76246,38148,23.3,0.9269471341218347,0.8566757854951438,1.2956772959484342
target_interaction_energy_kcal_mol,50,2,5,1756,438,0.22201493300963193,76028,38039,22.58,0.9468302711002272,0.7904227846142244,1.1209648912059942
target_interaction_energy_kcal_mol,50,3,1,1755,439,0.19783950701821595,47892,23971,20.3,0.9499271868144199,0.8086468770973113,1.112670826886141
target_interaction_energy_kcal_mol,50,3,2,1755,439,0.21854835492558777,47924,23987,20.54,0.936491940322791,0.8253661352671751,1.2335268062980775
target_interaction_energy_kcal_mol,50,3,3,1755,439,0.1813099900027737,47926,23988,20.62,0.9358072789392788,0.8430669241773341,1.2272367625882334
target_interaction_energy_kcal_mol,50,3,4,1755,439,0.18701006192713976,47810,23930,20.44,0.9186606849926503,0.9022264712501645,1.3671887466660295
target_interaction_energy_kcal_mol,50,3,5,1756,438,0.2074912030948326,48172,24111,20.56,0.9413695635621416,0.8328377984047409,1.1771216600764702
target_interaction_energy_kcal_mol,50,5,1,1755,439,0.15743786003440619,27254,13652,17.42,0.943779436554436,0.8715572572481564,1.1789986357279298
target_interaction_energy_kcal_mol,50,5,2,1755,439,0.14335020701400936,27234,13642,17.66,0.9296077720642429,0.9150209597219104,1.2986631730059566
target_interaction_energy_kcal_mol,50,5,3,1755,439,0.14391933206934482,27200,13625,17.94,0.9271029771793754,0.9151719429487715,1.307797068460771
target_interaction_energy_kcal_mol,50,5,4,1755,439,0.14557605097070336,27202,13626,17.76,0.9126030309807178,0.9695277137419807,1.4171845378914714
target_interaction_energy_kcal_mol,50,5,5,1756,438,0.1444864880759269,27128,13589,17.9,0.9311754284986997,0.9131388037999355,1.2753563408635107
target_interaction_energy_kcal_mol,50,10,1,1755,439,0.11132550798356533,12872,6461,14.52,0.9219853263805319,1.0263900221714628,1.3888452365318684
target_interaction_energy_kcal_mol,50,10,2,1755,439,0.11018062196671963,12852,6451,14.04,0.9090320000011833,1.0559981138802579,1.476313166144962
target_interaction_energy_kcal_mol,50,10,3,1755,439,0.11047202604822814,12914,6482,14.04,0.8986141177946491,1.0823164961520098,1.542318989987318
target_interaction_energy_kcal_mol,50,10,4,1755,439,0.11094235791824758,12874,6462,13.92,0.896771974575811,1.1034007422624907,1.5401996832814613
target_interaction_energy_kcal_mol,50,10,5,1756,438,0.11122853390406817,12878,6464,14.22,0.9050722244305388,1.0685446225288708,1.4978090135784397
target_interaction_energy_kcal_mol,100,1,1,1755,439,0.6973458639113232,350900,175500,27.54,0.9570222198660251,0.7427117016738326,1.0308315340528036
target_interaction_energy_kcal_mol,100,1,2,1755,439,0.7002167049795389,350900,175500,27.32,0.9478707282711821,0.7534342928408663,1.1175706778454184
target_interaction_energy_kcal_mol,100,1,3,1755,439,0.7016266190912575,350900,175500,27.99,0.9460710002743183,0.7583072418165261,1.1248552670296075
target_interaction_energy_kcal_mol,100,1,4,1755,439,0.700334065943025,350900,175500,27.88,0.9308820128142922,0.8184101474419732,1.260299491078475
target_interaction_energy_kcal_mol,100,1,5,1756,438,0.7001130060525611,351100,175600,27.51,0.9491520860499103,0.7535570464155358,1.0962165587129942
target_interaction_energy_kcal_mol,100,2,1,1755,439,0.44295625702943653,151676,75888,22.9,0.9536910336923697,0.765393756154596,1.0700356548059569
target_interaction_energy_kcal_mol,100,2,2,1755,439,0.4423765669343993,152148,76124,23.15,0.9442664347075909,0.7906850551233785,1.155560219215647
